sample1	sample2	chr	start	end	different
Th086.07	Th132.11	6	96728	1259811	1
Th086.07	Th132.11	7	177614	1336649	1
Th086.07	Th132.11	8	86607	1221692	1
Th086.07	Th132.11	9	151618	1467426	1
Th086.07	Th132.11	10	77930	1531014	1
Th086.07	Th132.11	11	206388	1999124	1
Th086.07	Th132.11	12	137599	2158910	1
Th086.07	Th132.11	13	281836	2679791	1
Th086.07	Th132.11	14	309530	3181603	1
Th086.07	Th134.11	1	98868	526811	1
Th086.07	Th134.11	2	157590	604943	1
Th086.07	Th134.11	2	678352	719769	0
Th086.07	Th134.11	2	738511	857896	1
Th086.07	Th134.11	3	296741	405938	1
Th086.07	Th134.11	3	445545	501747	0
Th086.07	Th134.11	3	505911	786447	1
Th086.07	Th134.11	3	808075	920630	0
Th086.07	Th134.11	3	942436	959881	1
Th086.07	Th134.11	4	205051	1145906	1
Th086.07	Th134.11	5	75898	327248	1
Th086.07	Th134.11	5	370000	383150	0
Th086.07	Th134.11	5	417466	1286168	1
Th086.07	Th134.11	6	96728	1259811	1
Th086.07	Th134.11	7	177614	1336649	1
Th086.07	Th134.11	8	86607	1221692	1
Th086.07	Th134.11	9	151618	1467426	1
Th086.07	Th134.11	10	77930	1531014	1
Th086.07	Th134.11	11	206388	640472	1
Th086.07	Th134.11	11	678277	772118	0
Th086.07	Th134.11	11	794180	1253927	1
Th086.07	Th134.11	11	1348031	1441321	0
Th086.07	Th134.11	11	1557873	1557873	1
Th086.07	Th134.11	11	1609687	1719101	0
Th086.07	Th134.11	11	1753155	1778244	1
Th086.07	Th134.11	11	1910685	1999124	0
Th086.07	Th134.11	12	137599	2158910	1
Th086.07	Th134.11	13	281836	1121978	1
Th086.07	Th134.11	13	1200775	1322955	0
Th086.07	Th134.11	13	1402957	2679791	1
Th086.07	Th134.11	14	309530	1222966	0
Th086.07	Th134.11	14	1705288	2815562	1
Th086.07	Th134.11	14	3181603	3181603	0
Th086.07	Th162.12	1	98868	526811	1
Th086.07	Th162.12	2	157590	857896	1
Th086.07	Th162.12	3	296741	959881	1
Th086.07	Th162.12	4	205051	1145906	1
Th086.07	Th162.12	5	75898	1286168	1
Th086.07	Th162.12	6	96728	1259811	1
Th086.07	Th162.12	7	177614	1336649	1
Th086.07	Th162.12	8	86607	1221692	1
Th086.07	Th162.12	9	151618	1467426	1
Th086.07	Th162.12	10	77930	1531014	1
Th086.07	Th162.12	11	206388	1999124	1
Th086.07	Th162.12	12	137599	2158910	1
Th086.07	Th162.12	13	281836	2679791	1
Th086.07	Th162.12	14	309530	3181603	1
Th086.07	Th196.12	1	98868	526811	1
Th086.07	Th196.12	2	157590	857896	1
Th086.07	Th196.12	3	296741	959881	1
Th086.07	Th196.12	4	205051	1145906	1
Th086.07	Th196.12	5	75898	1286168	1
Th086.07	Th196.12	6	96728	1259811	1
Th086.07	Th196.12	7	177614	1336649	1
Th086.07	Th196.12	8	86607	1221692	1
Th086.07	Th196.12	9	151618	1467426	1
Th086.07	Th196.12	10	77930	1531014	1
Th086.07	Th196.12	11	206388	1999124	1
Th086.07	Th196.12	12	137599	2158910	1
Th086.07	Th196.12	13	281836	2679791	1
Th086.07	Th196.12	14	309530	3181603	1
Th086.07	Th230.12	1	98868	526811	1
Th086.07	Th230.12	2	157590	857896	1
Th086.07	Th230.12	3	296741	959881	1
Th086.07	Th230.12	4	205051	1145906	1
Th086.07	Th230.12	5	75898	1286168	1
Th086.07	Th230.12	6	96728	1259811	1
Th086.07	Th230.12	7	177614	1336649	1
Th086.07	Th230.12	8	86607	1221692	1
Th086.07	Th230.12	9	151618	1467426	1
Th086.07	Th230.12	10	77930	1531014	1
Th086.07	Th230.12	11	206388	1999124	1
Th086.07	Th230.12	12	137599	2158910	1
Th086.07	Th230.12	13	281836	2679791	1
Th086.07	Th230.12	14	309530	3181603	1
Th086.07	Th074.13	1	98868	526811	1
Th086.07	Th074.13	2	157590	857896	1
Th086.07	Th074.13	3	296741	959881	1
Th086.07	Th074.13	4	205051	1145906	1
Th086.07	Th074.13	5	75898	1286168	1
Th086.07	Th074.13	6	96728	1259811	1
Th086.07	Th074.13	7	177614	1336649	1
Th086.07	Th074.13	8	86607	1221692	1
Th086.07	Th074.13	9	151618	1467426	1
Th086.07	Th074.13	10	77930	1531014	1
Th086.07	Th074.13	11	206388	1999124	1
Th086.07	Th074.13	12	137599	2158910	1
Th086.07	Th074.13	13	281836	2679791	1
Th086.07	Th074.13	14	309530	3181603	1
Th086.07	Th166.12	1	98868	526811	1
Th086.07	Th166.12	2	157590	857896	1
Th086.07	Th166.12	3	296741	959881	1
Th086.07	Th166.12	4	205051	1145906	1
Th086.07	Th166.12	5	75898	1286168	1
Th086.07	Th166.12	6	96728	1259811	1
Th086.07	Th166.12	7	177614	429559	1
Th086.07	Th166.12	7	444034	492305	0
Th086.07	Th166.12	7	611938	1336649	1
Th086.07	Th166.12	8	86607	1221692	1
Th086.07	Th166.12	9	151618	1467426	1
Th086.07	Th166.12	10	77930	1531014	1
Th086.07	Th166.12	11	206388	1999124	1
Th086.07	Th166.12	12	137599	2158910	1
Th086.07	Th166.12	13	281836	2679791	1
Th086.07	Th166.12	14	309530	3181603	1
Th086.07	Th092.13	1	98868	526811	1
Th086.07	Th092.13	2	157590	857896	1
Th086.07	Th092.13	3	296741	959881	1
Th086.07	Th092.13	4	205051	1145906	1
Th086.07	Th092.13	5	75898	1286168	1
Th086.07	Th092.13	6	96728	1259811	1
Th086.07	Th092.13	7	177614	429559	1
Th086.07	Th092.13	7	444034	492305	0
Th086.07	Th092.13	7	611938	1336649	1
Th086.07	Th092.13	8	86607	1221692	1
Th086.07	Th092.13	9	151618	1467426	1
Th086.07	Th092.13	10	77930	1531014	1
Th086.07	Th092.13	11	206388	1999124	1
Th086.07	Th092.13	12	137599	2158910	1
Th086.07	Th092.13	13	281836	2679791	1
Th086.07	Th092.13	14	309530	3181603	1
Th086.07	Th211.13	1	98868	526811	1
Th086.07	Th211.13	2	157590	857896	1
Th086.07	Th211.13	3	296741	959881	1
Th086.07	Th211.13	4	205051	1145906	1
Th086.07	Th211.13	5	75898	1286168	1
Th086.07	Th211.13	6	96728	1259811	1
Th086.07	Th211.13	7	177614	429559	1
Th086.07	Th211.13	7	444034	492305	0
Th086.07	Th211.13	7	611938	1336649	1
Th086.07	Th211.13	8	86607	1221692	1
Th086.07	Th211.13	9	151618	1467426	1
Th086.07	Th211.13	10	77930	1531014	1
Th086.07	Th211.13	11	206388	1999124	1
Th086.07	Th211.13	12	137599	2158910	1
Th086.07	Th211.13	13	281836	2679791	1
Th086.07	Th211.13	14	309530	3181603	1
Th086.07	Th245.13	1	98868	526811	1
Th086.07	Th245.13	2	157590	857896	1
Th086.07	Th245.13	3	296741	959881	1
Th086.07	Th245.13	4	205051	1145906	1
Th086.07	Th245.13	5	75898	1286168	1
Th086.07	Th245.13	6	96728	1259811	1
Th086.07	Th245.13	7	177614	429559	1
Th086.07	Th245.13	7	444034	492305	0
Th086.07	Th245.13	7	611938	1336649	1
Th086.07	Th245.13	8	86607	1221692	1
Th086.07	Th245.13	9	151618	1467426	1
Th086.07	Th245.13	10	77930	1531014	1
Th086.07	Th245.13	11	206388	1999124	1
Th086.07	Th245.13	12	137599	2158910	1
Th086.07	Th245.13	13	281836	2679791	1
Th086.07	Th245.13	14	309530	3181603	1
Th086.07	Th246.13	1	98868	526811	1
Th086.07	Th246.13	2	157590	857896	1
Th086.07	Th246.13	3	296741	959881	1
Th086.07	Th246.13	4	205051	1145906	1
Th086.07	Th246.13	5	75898	1286168	1
Th086.07	Th246.13	6	96728	1259811	1
Th086.07	Th246.13	7	177614	429559	1
Th086.07	Th246.13	7	444034	492305	0
Th086.07	Th246.13	7	611938	1336649	1
Th086.07	Th246.13	8	86607	1221692	1
Th086.07	Th246.13	9	151618	1467426	1
Th086.07	Th246.13	10	77930	1531014	1
Th086.07	Th246.13	11	206388	1999124	1
Th086.07	Th246.13	12	137599	2158910	1
Th086.07	Th246.13	13	281836	2679791	1
Th086.07	Th246.13	14	309530	3181603	1
Th086.07	Th068.12	1	98868	526811	1
Th086.07	Th068.12	2	157590	857896	1
Th086.07	Th068.12	3	296741	959881	1
Th086.07	Th068.12	4	205051	1145906	1
Th086.07	Th068.12	5	75898	1286168	1
Th086.07	Th068.12	6	96728	1259811	1
Th086.07	Th068.12	7	177614	1336649	1
Th086.07	Th068.12	8	86607	1221692	1
Th086.07	Th068.12	9	151618	1467426	1
Th086.07	Th068.12	10	77930	1531014	1
Th086.07	Th068.12	11	206388	1999124	1
Th086.07	Th068.12	12	137599	2158910	1
Th086.07	Th068.12	13	281836	2679791	1
Th086.07	Th068.12	14	309530	3181603	1
Th086.07	Th061.13	1	98868	526811	1
Th086.07	Th061.13	2	157590	857896	1
Th086.07	Th061.13	3	296741	959881	1
Th086.07	Th061.13	4	205051	1145906	1
Th086.07	Th061.13	5	75898	1286168	1
Th086.07	Th061.13	6	96728	1259811	1
Th086.07	Th061.13	7	177614	1336649	1
Th086.07	Th061.13	8	86607	1221692	1
Th086.07	Th061.13	9	151618	1467426	1
Th086.07	Th061.13	10	77930	1531014	1
Th086.07	Th061.13	11	206388	1999124	1
Th086.07	Th061.13	12	137599	2158910	1
Th086.07	Th061.13	13	281836	2679791	1
Th086.07	Th061.13	14	309530	3181603	1
Th086.07	Th095.13	1	98868	526811	1
Th086.07	Th095.13	2	157590	857896	1
Th086.07	Th095.13	3	296741	959881	1
Th086.07	Th095.13	4	205051	1145906	1
Th086.07	Th095.13	5	75898	1286168	1
Th086.07	Th095.13	6	96728	1259811	1
Th086.07	Th095.13	7	177614	1336649	1
Th086.07	Th095.13	8	86607	1221692	1
Th086.07	Th095.13	9	151618	1467426	1
Th086.07	Th095.13	10	77930	1531014	1
Th086.07	Th095.13	11	206388	1999124	1
Th086.07	Th095.13	12	137599	2158910	1
Th086.07	Th095.13	13	281836	2679791	1
Th086.07	Th095.13	14	309530	3181603	1
Th086.07		1	98868	435364	0
Th086.07		1	482380	490562	1
Th086.07		1	504389	526811	0
Th086.07		2	157590	171009	0
Th086.07		2	190074	190074	1
Th086.07		2	254631	413838	0
Th086.07		2	582667	719769	1
Th086.07		2	738511	857896	0
Th086.07		3	296741	405938	0
Th086.07		3	445545	554794	1
Th086.07		3	675779	716463	0
Th086.07		3	758025	959881	1
Th086.07		4	205051	909434	1
Th086.07		4	988031	1145906	0
Th086.07		5	75898	130127	1
Th086.07		5	267979	313674	0
Th086.07		5	324399	383150	1
Th086.07		5	417466	546058	0
Th086.07		5	568548	678486	1
Th086.07		5	730560	768870	0
Th086.07		5	810930	1048558	1
Th086.07		5	1132821	1232965	0
Th086.07		5	1270305	1286168	1
Th086.07		6	96728	140604	1
Th086.07		6	216128	513802	0
Th086.07		6	631830	1056206	1
Th086.07		6	1078895	1218485	0
Th086.07		6	1259811	1259811	1
Th086.07		7	177614	177898	0
Th086.07		7	185118	307983	1
Th086.07		7	320225	917286	0
Th086.07		7	943847	1067865	1
Th086.07		7	1078108	1336649	0
Th086.07		8	86607	943826	1
Th086.07		8	987462	1026133	0
Th086.07		8	1156363	1156401	1
Th086.07		8	1221692	1221692	0
Th086.07		9	151618	224356	1
Th086.07		9	277413	377209	0
Th086.07		9	423935	426129	1
Th086.07		9	490874	589172	0
Th086.07		9	632560	632560	1
Th086.07		9	680085	712529	0
Th086.07		9	750826	1390687	1
Th086.07		9	1424315	1467426	0
Th086.07		10	77930	451133	1
Th086.07		10	502528	502542	0
Th086.07		10	641215	1195500	1
Th086.07		10	1226257	1226622	0
Th086.07		10	1261308	1264198	1
Th086.07		10	1315127	1336989	0
Th086.07		10	1426940	1531014	1
Th086.07		11	206388	467025	1
Th086.07		11	531015	534145	0
Th086.07		11	640472	972286	1
Th086.07		11	1043246	1253927	0
Th086.07		11	1348031	1999124	1
Th086.07		12	137599	205356	0
Th086.07		12	262134	275544	1
Th086.07		12	476764	683511	0
Th086.07		12	796324	1436406	1
Th086.07		12	1605548	1625650	0
Th086.07		12	1684836	1748744	1
Th086.07		12	2017936	2158910	0
Th086.07		13	281836	698191	1
Th086.07		13	804425	804425	0
Th086.07		13	905770	2481992	1
Th086.07		13	2679791	2679791	0
Th086.07		14	309530	3181603	1
Th106.09	Th106.11	1	98868	526811	0
Th106.09	Th106.11	2	157590	287217	0
Th106.09	Th106.11	2	326554	857896	1
Th106.09	Th106.11	3	296741	959881	1
Th106.09	Th106.11	4	205051	1017871	1
Th106.09	Th106.11	4	1059889	1145906	0
Th106.09	Th106.11	5	75898	1286168	1
Th106.09	Th106.11	6	96728	1259811	1
Th106.09	Th106.11	7	177614	458574	1
Th106.09	Th106.11	7	470161	742921	0
Th106.09	Th106.11	7	821765	1336649	1
Th106.09	Th106.11	8	86607	943826	1
Th106.09	Th106.11	8	987462	1221692	0
Th106.09	Th106.11	9	151618	277413	1
Th106.09	Th106.11	9	326300	860257	0
Th106.09	Th106.11	9	936076	1467426	1
Th106.09	Th106.11	10	77930	177151	0
Th106.09	Th106.11	10	311043	1195500	1
Th106.09	Th106.11	10	1226257	1336989	0
Th106.09	Th106.11	10	1426940	1531014	1
Th106.09	Th106.11	11	206388	1778244	1
Th106.09	Th106.11	11	1910685	1999124	0
Th106.09	Th106.11	12	137599	275544	1
Th106.09	Th106.11	12	476764	879156	0
Th106.09	Th106.11	12	1015200	1748744	1
Th106.09	Th106.11	12	2017936	2158910	0
Th106.09	Th106.11	13	281836	2175491	1
Th106.09	Th106.11	13	2481992	2679791	0
Th106.09	Th106.11	14	309530	3181603	1
Th106.09	Th117.11	1	98868	526811	0
Th106.09	Th117.11	2	157590	287217	0
Th106.09	Th117.11	2	326554	857896	1
Th106.09	Th117.11	3	296741	959881	1
Th106.09	Th117.11	4	205051	709390	1
Th106.09	Th117.11	4	748023	1145906	0
Th106.09	Th117.11	5	75898	1286168	1
Th106.09	Th117.11	6	96728	889837	1
Th106.09	Th117.11	6	970615	1218485	0
Th106.09	Th117.11	6	1259811	1259811	1
Th106.09	Th117.11	7	177614	458574	1
Th106.09	Th117.11	7	470161	742921	0
Th106.09	Th117.11	7	821765	1336649	1
Th106.09	Th117.11	8	86607	943826	1
Th106.09	Th117.11	8	987462	1221692	0
Th106.09	Th117.11	9	151618	277413	1
Th106.09	Th117.11	9	326300	377209	0
Th106.09	Th117.11	9	423935	1467426	1
Th106.09	Th117.11	10	77930	177151	0
Th106.09	Th117.11	10	311043	1195500	1
Th106.09	Th117.11	10	1226257	1336989	0
Th106.09	Th117.11	10	1426940	1531014	1
Th106.09	Th117.11	11	206388	1778244	1
Th106.09	Th117.11	11	1910685	1999124	0
Th106.09	Th117.11	12	137599	275544	1
Th106.09	Th117.11	12	476764	879156	0
Th106.09	Th117.11	12	1015200	1748744	1
Th106.09	Th117.11	12	2017936	2158910	0
Th106.09	Th117.11	13	281836	2175491	1
Th106.09	Th117.11	13	2481992	2679791	0
Th106.09	Th117.11	14	309530	3181603	1
Th106.09	Th132.11	1	98868	178146	0
Th106.09	Th132.11	1	271942	286509	1
Th106.09	Th132.11	1	357004	526811	0
Th106.09	Th132.11	2	157590	716587	0
Th106.09	Th132.11	2	718509	738511	1
Th106.09	Th132.11	2	789408	857896	0
Th106.09	Th132.11	3	296741	959881	0
Th106.09	Th132.11	4	205051	535973	0
Th106.09	Th132.11	4	664114	709390	1
Th106.09	Th132.11	4	748023	1145906	0
Th106.09	Th132.11	5	75898	768870	0
Th106.09	Th132.11	5	810930	1183752	1
Th106.09	Th132.11	5	1198723	1286168	0
Th106.09	Th132.11	6	96728	1024610	0
Th106.09	Th132.11	6	1056206	1056206	1
Th106.09	Th132.11	6	1078895	1218485	0
Th106.09	Th132.11	6	1259811	1259811	1
Th106.09	Th132.11	7	177614	429559	0
Th106.09	Th132.11	7	444034	458574	1
Th106.09	Th132.11	7	470161	742921	0
Th106.09	Th132.11	7	821765	1336649	1
Th106.09	Th132.11	8	86607	86607	0
Th106.09	Th132.11	8	223165	227113	1
Th106.09	Th132.11	8	340094	415993	0
Th106.09	Th132.11	8	574501	574501	1
Th106.09	Th132.11	8	786258	1221692	0
Th106.09	Th132.11	9	151618	752130	0
Th106.09	Th132.11	9	809074	954465	1
Th106.09	Th132.11	9	1006577	1197245	0
Th106.09	Th132.11	9	1294929	1390687	1
Th106.09	Th132.11	9	1424315	1467426	0
Th106.09	Th132.11	10	77930	177151	0
Th106.09	Th132.11	10	311043	502542	1
Th106.09	Th132.11	10	641215	736972	0
Th106.09	Th132.11	10	802480	819018	1
Th106.09	Th132.11	10	1069036	1336989	0
Th106.09	Th132.11	10	1426940	1531014	1
Th106.09	Th132.11	11	206388	329168	0
Th106.09	Th132.11	11	370841	377051	1
Th106.09	Th132.11	11	467025	1915948	0
Th106.09	Th132.11	11	1990253	1999124	1
Th106.09	Th132.11	12	137599	275544	0
Th106.09	Th132.11	12	476764	572344	1
Th106.09	Th132.11	12	606976	879156	0
Th106.09	Th132.11	12	1015200	1625650	1
Th106.09	Th132.11	12	1684836	2018140	0
Th106.09	Th132.11	12	2099417	2158910	1
Th106.09	Th132.11	13	281836	804425	0
Th106.09	Th132.11	13	905770	1121978	1
Th106.09	Th132.11	13	1200775	1706198	0
Th106.09	Th132.11	13	1828205	1976978	1
Th106.09	Th132.11	13	2091017	2481992	0
Th106.09	Th132.11	13	2679791	2679791	1
Th106.09	Th132.11	14	309530	309530	1
Th106.09	Th132.11	14	417733	2730614	0
Th106.09	Th132.11	14	2812786	3181603	1
Th106.09	Th134.11	1	98868	286509	0
Th106.09	Th134.11	1	357004	482394	1
Th106.09	Th134.11	1	487949	526811	0
Th106.09	Th134.11	2	157590	857896	1
Th106.09	Th134.11	3	296741	959881	1
Th106.09	Th134.11	4	205051	207683	0
Th106.09	Th134.11	4	285968	841047	1
Th106.09	Th134.11	4	889316	1145906	0
Th106.09	Th134.11	5	75898	1286168	1
Th106.09	Th134.11	6	96728	1056206	1
Th106.09	Th134.11	6	1078895	1218485	0
Th106.09	Th134.11	6	1259811	1259811	1
Th106.09	Th134.11	7	177614	742921	0
Th106.09	Th134.11	7	821765	1336649	1
Th106.09	Th134.11	8	86607	943826	1
Th106.09	Th134.11	8	987462	1221692	0
Th106.09	Th134.11	9	151618	277413	1
Th106.09	Th134.11	9	326300	504346	0
Th106.09	Th134.11	9	570486	632560	1
Th106.09	Th134.11	9	680085	860257	0
Th106.09	Th134.11	9	936076	1467426	1
Th106.09	Th134.11	10	77930	177151	0
Th106.09	Th134.11	10	311043	1195500	1
Th106.09	Th134.11	10	1226257	1336989	0
Th106.09	Th134.11	10	1426940	1531014	1
Th106.09	Th134.11	11	206388	1778244	1
Th106.09	Th134.11	11	1910685	1999124	0
Th106.09	Th134.11	12	137599	572344	1
Th106.09	Th134.11	12	606976	879156	0
Th106.09	Th134.11	12	1015200	1748744	1
Th106.09	Th134.11	12	2017936	2158910	0
Th106.09	Th134.11	13	281836	2175491	1
Th106.09	Th134.11	13	2481992	2679791	0
Th106.09	Th134.11	14	309530	3181603	1
Th106.09	Th162.12	1	98868	178146	0
Th106.09	Th162.12	1	271942	286509	1
Th106.09	Th162.12	1	357004	526811	0
Th106.09	Th162.12	2	157590	190074	0
Th106.09	Th162.12	2	254631	326554	1
Th106.09	Th162.12	2	358125	738511	0
Th106.09	Th162.12	2	789408	857896	1
Th106.09	Th162.12	3	296741	339368	1
Th106.09	Th162.12	3	389242	959881	0
Th106.09	Th162.12	4	205051	412091	0
Th106.09	Th162.12	4	461874	1145906	1
Th106.09	Th162.12	5	75898	600292	0
Th106.09	Th162.12	5	650472	1183752	1
Th106.09	Th162.12	5	1198723	1286168	0
Th106.09	Th162.12	6	96728	1218485	0
Th106.09	Th162.12	6	1259811	1259811	1
Th106.09	Th162.12	7	177614	429559	0
Th106.09	Th162.12	7	444034	458574	1
Th106.09	Th162.12	7	470161	611938	0
Th106.09	Th162.12	7	656010	824315	1
Th106.09	Th162.12	7	871611	1336649	0
Th106.09	Th162.12	8	86607	1221692	0
Th106.09	Th162.12	9	151618	277413	0
Th106.09	Th162.12	9	326300	351741	1
Th106.09	Th162.12	9	358407	860257	0
Th106.09	Th162.12	9	936076	954465	1
Th106.09	Th162.12	9	1006577	1197245	0
Th106.09	Th162.12	9	1294929	1342162	1
Th106.09	Th162.12	9	1386662	1432273	0
Th106.09	Th162.12	9	1467426	1467426	1
Th106.09	Th162.12	10	77930	177151	0
Th106.09	Th162.12	10	311043	393282	1
Th106.09	Th162.12	10	448400	736972	0
Th106.09	Th162.12	10	802480	819018	1
Th106.09	Th162.12	10	1069036	1336989	0
Th106.09	Th162.12	10	1426940	1531014	1
Th106.09	Th162.12	11	206388	329168	0
Th106.09	Th162.12	11	370841	534145	1
Th106.09	Th162.12	11	640472	703107	0
Th106.09	Th162.12	11	735896	972286	1
Th106.09	Th162.12	11	1043246	1753155	0
Th106.09	Th162.12	11	1778223	1999124	1
Th106.09	Th162.12	12	137599	205356	0
Th106.09	Th162.12	12	262134	683511	1
Th106.09	Th162.12	12	796324	879156	0
Th106.09	Th162.12	12	1015200	1015200	1
Th106.09	Th162.12	12	1063317	1684951	0
Th106.09	Th162.12	12	1748666	1748744	1
Th106.09	Th162.12	12	2017936	2018140	0
Th106.09	Th162.12	12	2099417	2158910	1
Th106.09	Th162.12	13	281836	1022153	0
Th106.09	Th162.12	13	1121978	1322955	1
Th106.09	Th162.12	13	1402957	1918979	0
Th106.09	Th162.12	13	1958560	1976978	1
Th106.09	Th162.12	13	2091017	2481992	0
Th106.09	Th162.12	13	2679791	2679791	1
Th106.09	Th162.12	14	309530	309530	1
Th106.09	Th162.12	14	417733	1752774	0
Th106.09	Th162.12	14	2629232	3181603	1
Th106.09	Th196.12	1	98868	435364	1
Th106.09	Th196.12	1	482380	526811	0
Th106.09	Th196.12	2	157590	190074	0
Th106.09	Th196.12	2	254631	678352	1
Th106.09	Th196.12	2	711854	857896	0
Th106.09	Th196.12	3	296741	505929	0
Th106.09	Th196.12	3	554794	554794	1
Th106.09	Th196.12	3	675779	959881	0
Th106.09	Th196.12	4	205051	412091	0
Th106.09	Th196.12	4	461874	709390	1
Th106.09	Th196.12	4	748023	1145906	0
Th106.09	Th196.12	5	75898	768870	0
Th106.09	Th196.12	5	810930	1183752	1
Th106.09	Th196.12	5	1198723	1286168	0
Th106.09	Th196.12	6	96728	1218485	0
Th106.09	Th196.12	6	1259811	1259811	1
Th106.09	Th196.12	7	177614	320225	0
Th106.09	Th196.12	7	394893	458574	1
Th106.09	Th196.12	7	470161	742921	0
Th106.09	Th196.12	7	821765	824315	1
Th106.09	Th196.12	7	871611	985512	0
Th106.09	Th196.12	7	1049966	1336649	1
Th106.09	Th196.12	8	86607	1221692	0
Th106.09	Th196.12	9	151618	860257	0
Th106.09	Th196.12	9	936076	954465	1
Th106.09	Th196.12	9	1006577	1197245	0
Th106.09	Th196.12	9	1294929	1342162	1
Th106.09	Th196.12	9	1386662	1467426	0
Th106.09	Th196.12	10	77930	177151	0
Th106.09	Th196.12	10	311043	393282	1
Th106.09	Th196.12	10	448400	736972	0
Th106.09	Th196.12	10	802480	819018	1
Th106.09	Th196.12	10	1069036	1336989	0
Th106.09	Th196.12	10	1426940	1531014	1
Th106.09	Th196.12	11	206388	1915948	0
Th106.09	Th196.12	11	1990253	1999124	1
Th106.09	Th196.12	12	137599	572344	1
Th106.09	Th196.12	12	606976	879156	0
Th106.09	Th196.12	12	1015200	1748744	1
Th106.09	Th196.12	12	2017936	2158910	0
Th106.09	Th196.12	13	281836	1022153	0
Th106.09	Th196.12	13	1121978	1121978	1
Th106.09	Th196.12	13	1200775	2481992	0
Th106.09	Th196.12	13	2679791	2679791	1
Th106.09	Th196.12	14	309530	417733	1
Th106.09	Th196.12	14	481462	993447	0
Th106.09	Th196.12	14	1222966	1222966	1
Th106.09	Th196.12	14	1705288	1752774	0
Th106.09	Th196.12	14	2629232	3181603	1
