sample1	sample2	chr	start	end	different
Th086.07	Th196.12	7	152649	1356197	1
Th086.07	Th196.12	8	82369	1242994	1
Th086.07	Th196.12	9	109742	1467426	1
Th086.07	Th196.12	10	77930	1567756	1
Th086.07	Th196.12	11	206388	1999124	1
Th086.07	Th196.12	12	71988	2158910	1
Th086.07	Th196.12	13	179807	2681242	1
Th086.07	Th196.12	14	309530	3181603	1
Th086.07	Th230.12	1	98868	543847	1
Th086.07	Th230.12	2	157590	857896	1
Th086.07	Th230.12	3	80133	966232	1
Th086.07	Th230.12	4	91609	1145906	1
Th086.07	Th230.12	5	55687	1286168	1
Th086.07	Th230.12	6	96728	1271852	1
Th086.07	Th230.12	7	152649	1356197	1
Th086.07	Th230.12	8	82369	1242994	1
Th086.07	Th230.12	9	109742	1467426	1
Th086.07	Th230.12	10	77930	1567756	1
Th086.07	Th230.12	11	206388	1999124	1
Th086.07	Th230.12	12	71988	2158910	1
Th086.07	Th230.12	13	179807	2681242	1
Th086.07	Th230.12	14	309530	3181603	1
Th086.07	Th074.13	1	98868	543847	1
Th086.07	Th074.13	2	157590	857896	1
Th086.07	Th074.13	3	80133	966232	1
Th086.07	Th074.13	4	91609	1145906	1
Th086.07	Th074.13	5	55687	1286168	1
Th086.07	Th074.13	6	96728	1271852	1
Th086.07	Th074.13	7	152649	1356197	1
Th086.07	Th074.13	8	82369	1242994	1
Th086.07	Th074.13	9	109742	1467426	1
Th086.07	Th074.13	10	77930	1567756	1
Th086.07	Th074.13	11	206388	1999124	1
Th086.07	Th074.13	12	71988	2158910	1
Th086.07	Th074.13	13	179807	2681242	1
Th086.07	Th074.13	14	309530	3181603	1
Th086.07	Th166.12	1	98868	543847	1
Th086.07	Th166.12	2	157590	857896	1
Th086.07	Th166.12	3	80133	966232	1
Th086.07	Th166.12	4	91609	1145906	1
Th086.07	Th166.12	5	55687	1286168	1
Th086.07	Th166.12	6	96728	1271852	1
Th086.07	Th166.12	7	152649	429559	1
Th086.07	Th166.12	7	444034	492305	0
Th086.07	Th166.12	7	605455	1356197	1
Th086.07	Th166.12	8	82369	1242994	1
Th086.07	Th166.12	9	109742	1467426	1
Th086.07	Th166.12	10	77930	1567756	1
Th086.07	Th166.12	11	206388	1999124	1
Th086.07	Th166.12	12	71988	2158910	1
Th086.07	Th166.12	13	179807	2681242	1
Th086.07	Th166.12	14	309530	3181603	1
Th086.07	Th092.13	1	98868	543847	1
Th086.07	Th092.13	2	157590	857896	1
Th086.07	Th092.13	3	80133	966232	1
Th086.07	Th092.13	4	91609	1145906	1
Th086.07	Th092.13	5	55687	1286168	1
Th086.07	Th092.13	6	96728	1271852	1
Th086.07	Th092.13	7	152649	429559	1
Th086.07	Th092.13	7	444034	492305	0
Th086.07	Th092.13	7	605455	1356197	1
Th086.07	Th092.13	8	82369	1242994	1
Th086.07	Th092.13	9	109742	1467426	1
Th086.07	Th092.13	10	77930	1567756	1
Th086.07	Th092.13	11	206388	1999124	1
Th086.07	Th092.13	12	71988	2158910	1
Th086.07	Th092.13	13	179807	2681242	1
Th086.07	Th092.13	14	309530	3181603	1
Th086.07	Th211.13	1	98868	543847	1
Th086.07	Th211.13	2	157590	857896	1
Th086.07	Th211.13	3	80133	966232	1
Th086.07	Th211.13	4	91609	1145906	1
Th086.07	Th211.13	5	55687	1286168	1
Th086.07	Th211.13	6	96728	1271852	1
Th086.07	Th211.13	7	152649	429559	1
Th086.07	Th211.13	7	444034	492305	0
Th086.07	Th211.13	7	605455	1356197	1
Th086.07	Th211.13	8	82369	1242994	1
Th086.07	Th211.13	9	109742	1467426	1
Th086.07	Th211.13	10	77930	1567756	1
Th086.07	Th211.13	11	206388	1999124	1
Th086.07	Th211.13	12	71988	2158910	1
Th086.07	Th211.13	13	179807	2681242	1
Th086.07	Th211.13	14	309530	3181603	1
Th086.07	Th245.13	1	98868	543847	1
Th086.07	Th245.13	2	157590	857896	1
Th086.07	Th245.13	3	80133	966232	1
Th086.07	Th245.13	4	91609	1145906	1
Th086.07	Th245.13	5	55687	1286168	1
Th086.07	Th245.13	6	96728	1271852	1
Th086.07	Th245.13	7	152649	1356197	1
Th086.07	Th245.13	8	82369	1242994	1
Th086.07	Th245.13	9	109742	1467426	1
Th086.07	Th245.13	10	77930	1567756	1
Th086.07	Th245.13	11	206388	1999124	1
Th086.07	Th245.13	12	71988	2158910	1
Th086.07	Th245.13	13	179807	2681242	1
Th086.07	Th245.13	14	309530	3181603	1
Th086.07	Th246.13	1	98868	543847	1
Th086.07	Th246.13	2	157590	857896	1
Th086.07	Th246.13	3	80133	966232	1
Th086.07	Th246.13	4	91609	1145906	1
Th086.07	Th246.13	5	55687	1286168	1
Th086.07	Th246.13	6	96728	1271852	1
Th086.07	Th246.13	7	152649	429559	1
Th086.07	Th246.13	7	444034	492305	0
Th086.07	Th246.13	7	605455	1356197	1
Th086.07	Th246.13	8	82369	1242994	1
Th086.07	Th246.13	9	109742	1467426	1
Th086.07	Th246.13	10	77930	1567756	1
Th086.07	Th246.13	11	206388	1999124	1
Th086.07	Th246.13	12	71988	2158910	1
Th086.07	Th246.13	13	179807	2681242	1
Th086.07	Th246.13	14	309530	3181603	1
Th086.07	Th068.12	1	98868	543847	1
Th086.07	Th068.12	2	157590	857896	1
Th086.07	Th068.12	3	80133	966232	1
Th086.07	Th068.12	4	91609	1145906	1
Th086.07	Th068.12	5	55687	1286168	1
Th086.07	Th068.12	6	96728	1271852	1
Th086.07	Th068.12	7	152649	1356197	1
Th086.07	Th068.12	8	82369	1242994	1
Th086.07	Th068.12	9	109742	1467426	1
Th086.07	Th068.12	10	77930	1567756	1
Th086.07	Th068.12	11	206388	1999124	1
Th086.07	Th068.12	12	71988	2158910	1
Th086.07	Th068.12	13	179807	2681242	1
Th086.07	Th068.12	14	309530	3181603	1
Th086.07	Th061.13	1	98868	543847	1
Th086.07	Th061.13	2	157590	857896	1
Th086.07	Th061.13	3	80133	966232	1
Th086.07	Th061.13	4	91609	1145906	1
Th086.07	Th061.13	5	55687	1286168	1
Th086.07	Th061.13	6	96728	1271852	1
Th086.07	Th061.13	7	152649	1356197	1
Th086.07	Th061.13	8	82369	1242994	1
Th086.07	Th061.13	9	109742	1467426	1
Th086.07	Th061.13	10	77930	1567756	1
Th086.07	Th061.13	11	206388	1999124	1
Th086.07	Th061.13	12	71988	2158910	1
Th086.07	Th061.13	13	179807	2681242	1
Th086.07	Th061.13	14	309530	3181603	1
Th086.07	Th095.13	1	98868	543847	1
Th086.07	Th095.13	2	157590	857896	1
Th086.07	Th095.13	3	80133	966232	1
Th086.07	Th095.13	4	91609	1145906	1
Th086.07	Th095.13	5	55687	1286168	1
Th086.07	Th095.13	6	96728	1271852	1
Th086.07	Th095.13	7	152649	1356197	1
Th086.07	Th095.13	8	82369	1242994	1
Th086.07	Th095.13	9	109742	1467426	1
Th086.07	Th095.13	10	77930	1567756	1
Th086.07	Th095.13	11	206388	1999124	1
Th086.07	Th095.13	12	71988	2158910	1
Th086.07	Th095.13	13	179807	2681242	1
Th086.07	Th095.13	14	309530	3181603	1
Th086.07		1	98868	435364	0
Th086.07		1	482380	490562	1
Th086.07		1	504389	543847	0
Th086.07		2	157590	171009	0
Th086.07		2	181665	216150	1
Th086.07		2	231790	413838	0
Th086.07		2	469691	857896	1
Th086.07		3	80133	287392	1
Th086.07		3	296741	424948	0
Th086.07		3	445545	966232	1
Th086.07		4	91609	207683	1
Th086.07		4	219431	535973	0
Th086.07		4	656389	909434	1
Th086.07		4	988031	1145906	0
Th086.07		5	55687	139527	1
Th086.07		5	255123	313674	0
Th086.07		5	324399	383150	1
Th086.07		5	417466	479939	0
Th086.07		5	517204	885475	1
Th086.07		5	942932	1232965	0
Th086.07		5	1270305	1286168	1
Th086.07		6	96728	160886	1
Th086.07		6	216128	538990	0
Th086.07		6	631830	1056206	1
Th086.07		6	1078293	1218485	0
Th086.07		6	1249356	1271852	1
Th086.07		7	152649	152665	1
Th086.07		7	167411	177898	0
Th086.07		7	185118	307983	1
Th086.07		7	320225	612251	0
Th086.07		7	629697	684933	1
Th086.07		7	715111	917286	0
Th086.07		7	935071	1071859	1
Th086.07		7	1078108	1238171	0
Th086.07		7	1254830	1356197	1
Th086.07		8	82369	415993	0
Th086.07		8	502454	1242994	1
Th086.07		9	109742	342696	1
Th086.07		9	351741	377209	0
Th086.07		9	423935	504346	1
Th086.07		9	521587	604652	0
Th086.07		9	632560	632560	1
Th086.07		9	680085	712529	0
Th086.07		9	750826	1467426	1
Th086.07		10	77930	471663	1
Th086.07		10	502528	502542	0
Th086.07		10	635112	1195500	1
Th086.07		10	1223861	1226622	0
Th086.07		10	1250919	1282320	1
Th086.07		10	1315127	1394561	0
Th086.07		10	1426940	1567756	1
Th086.07		11	206388	467025	1
Th086.07		11	531015	534145	0
Th086.07		11	625856	1046924	1
Th086.07		11	1104459	1255251	0
Th086.07		11	1332104	1999124	1
Th086.07		12	71988	94897	1
Th086.07		12	137599	222266	0
Th086.07		12	262134	376881	1
Th086.07		12	469813	743397	0
Th086.07		12	796324	881974	1
Th086.07		12	959504	1330276	0
Th086.07		12	1376869	1378724	1
Th086.07		12	1407220	1625650	0
Th086.07		12	1684836	1959191	1
Th086.07		12	1985913	2018140	0
Th086.07		12	2069702	2158910	1
Th086.07		13	179807	698191	1
Th086.07		13	804425	804425	0
Th086.07		13	898293	1022153	1
Th086.07		13	1121978	1121978	0
Th086.07		13	1200775	2481992	1
Th086.07		13	2560486	2560486	0
Th086.07		13	2679791	2681242	1
Th086.07		14	309530	1538791	1
Th086.07		14	1570916	1705288	0
Th086.07		14	1752774	3181603	1
Th106.09	Th106.11	1	98868	543847	0
Th106.09	Th106.11	2	157590	287217	0
Th106.09	Th106.11	2	326554	738511	1
Th106.09	Th106.11	2	772444	857896	0
Th106.09	Th106.11	3	80133	424948	0
Th106.09	Th106.11	3	445545	505929	1
Th106.09	Th106.11	3	520731	786447	0
Th106.09	Th106.11	3	808075	966232	1
Th106.09	Th106.11	4	91609	1019770	1
Th106.09	Th106.11	4	1059889	1145906	0
Th106.09	Th106.11	5	55687	139527	0
Th106.09	Th106.11	5	255123	1286168	1
Th106.09	Th106.11	6	96728	1056206	1
Th106.09	Th106.11	6	1078293	1208286	0
Th106.09	Th106.11	6	1217154	1271852	1
Th106.09	Th106.11	7	152649	185181	0
Th106.09	Th106.11	7	275713	458574	1
Th106.09	Th106.11	7	465184	750992	0
Th106.09	Th106.11	7	821765	879045	1
Th106.09	Th106.11	7	903161	1356197	0
Th106.09	Th106.11	8	82369	731827	0
Th106.09	Th106.11	8	777182	943826	1
Th106.09	Th106.11	8	984976	1242994	0
Th106.09	Th106.11	9	109742	277413	1
Th106.09	Th106.11	9	326300	866729	0
Th106.09	Th106.11	9	916687	954465	1
Th106.09	Th106.11	9	981062	1294929	0
Th106.09	Th106.11	9	1316171	1467426	1
Th106.09	Th106.11	10	77930	276687	0
Th106.09	Th106.11	10	308189	1195500	1
Th106.09	Th106.11	10	1223861	1567756	0
Th106.09	Th106.11	11	206388	1684273	1
Th106.09	Th106.11	11	1719101	1999124	0
Th106.09	Th106.11	12	71988	222266	0
Th106.09	Th106.11	12	262134	275544	1
Th106.09	Th106.11	12	334027	881974	0
Th106.09	Th106.11	12	959504	1235445	1
Th106.09	Th106.11	12	1290894	1606533	0
Th106.09	Th106.11	12	1625650	1625650	1
Th106.09	Th106.11	12	1684836	2158910	0
Th106.09	Th106.11	13	179807	1402957	1
Th106.09	Th106.11	13	1591486	1878126	0
Th106.09	Th106.11	13	1918979	2175491	1
Th106.09	Th106.11	13	2417634	2681242	0
Th106.09	Th106.11	14	309530	993447	1
Th106.09	Th106.11	14	1222966	1570916	0
Th106.09	Th106.11	14	1705288	2815562	1
Th106.09	Th106.11	14	3050543	3181603	0
Th106.09	Th117.11	1	98868	543847	0
Th106.09	Th117.11	2	157590	287217	0
Th106.09	Th117.11	2	326554	738511	1
Th106.09	Th117.11	2	772444	857896	0
Th106.09	Th117.11	3	80133	505929	1
Th106.09	Th117.11	3	520731	786447	0
Th106.09	Th117.11	3	808075	966232	1
Th106.09	Th117.11	4	91609	285968	0
Th106.09	Th117.11	4	322902	721063	1
Th106.09	Th117.11	4	748023	1145906	0
Th106.09	Th117.11	5	55687	139527	0
Th106.09	Th117.11	5	255123	1286168	1
Th106.09	Th117.11	6	96728	889837	1
Th106.09	Th117.11	6	970615	1218485	0
Th106.09	Th117.11	6	1249356	1271852	1
Th106.09	Th117.11	7	152649	185181	0
Th106.09	Th117.11	7	275713	458574	1
Th106.09	Th117.11	7	465184	750992	0
Th106.09	Th117.11	7	821765	827584	1
Th106.09	Th117.11	7	853259	1356197	0
Th106.09	Th117.11	8	82369	227113	1
Th106.09	Th117.11	8	285964	731827	0
Th106.09	Th117.11	8	777182	943826	1
Th106.09	Th117.11	8	984976	1242994	0
Th106.09	Th117.11	9	109742	277413	1
Th106.09	Th117.11	9	326300	377209	0
Th106.09	Th117.11	9	423935	1467426	1
Th106.09	Th117.11	10	77930	276687	0
Th106.09	Th117.11	10	308189	1195500	1
Th106.09	Th117.11	10	1223861	1567756	0
Th106.09	Th117.11	11	206388	1684273	1
Th106.09	Th117.11	11	1719101	1999124	0
Th106.09	Th117.11	12	71988	222266	0
Th106.09	Th117.11	12	262134	275544	1
Th106.09	Th117.11	12	334027	881974	0
Th106.09	Th117.11	12	959504	1235445	1
Th106.09	Th117.11	12	1290894	1606533	0
Th106.09	Th117.11	12	1625650	1625650	1
Th106.09	Th117.11	12	1684836	2158910	0
Th106.09	Th117.11	13	179807	1402957	1
Th106.09	Th117.11	13	1591486	1878126	0
Th106.09	Th117.11	13	1918979	2175491	1
Th106.09	Th117.11	13	2417634	2681242	0
Th106.09	Th117.11	14	309530	449460	0
Th106.09	Th117.11	14	481462	993447	1
Th106.09	Th117.11	14	1222966	1570916	0
Th106.09	Th117.11	14	1705288	1752774	1
Th106.09	Th117.11	14	2133972	2412538	0
Th106.09	Th117.11	14	2629232	2815562	1
Th106.09	Th117.11	14	3050543	3181603	0
Th106.09	Th132.11	1	98868	271942	0
Th106.09	Th132.11	1	286509	295003	1
Th106.09	Th132.11	1	357004	543847	0
Th106.09	Th132.11	2	157590	717173	0
Th106.09	Th132.11	2	718509	719769	1
Th106.09	Th132.11	2	734137	857896	0
Th106.09	Th132.11	3	80133	966232	0
Th106.09	Th132.11	4	91609	535973	0
Th106.09	Th132.11	4	656389	721063	1
Th106.09	Th132.11	4	748023	1145906	0
Th106.09	Th132.11	5	55687	955412	0
Th106.09	Th132.11	5	1007379	1199000	1
Th106.09	Th132.11	5	1228670	1286168	0
Th106.09	Th132.11	6	96728	1218485	0
Th106.09	Th132.11	6	1249356	1271852	1
Th106.09	Th132.11	7	152649	429559	0
Th106.09	Th132.11	7	444034	458574	1
Th106.09	Th132.11	7	465184	750992	0
Th106.09	Th132.11	7	821765	1049976	1
Th106.09	Th132.11	7	1067865	1356197	0
Th106.09	Th132.11	8	82369	95853	0
Th106.09	Th132.11	8	160113	227113	1
Th106.09	Th132.11	8	285964	549103	0
Th106.09	Th132.11	8	574501	574501	1
Th106.09	Th132.11	8	675651	1242994	0
Th106.09	Th132.11	9	109742	752130	0
Th106.09	Th132.11	9	809074	954465	1
Th106.09	Th132.11	9	981062	1246716	0
Th106.09	Th132.11	9	1287217	1390687	1
Th106.09	Th132.11	9	1407037	1467426	0
Th106.09	Th132.11	10	77930	789780	0
Th106.09	Th132.11	10	801817	833204	1
Th106.09	Th132.11	10	870917	1567756	0
Th106.09	Th132.11	11	206388	1915948	0
Th106.09	Th132.11	11	1965910	1999124	1
Th106.09	Th132.11	12	71988	489743	0
Th106.09	Th132.11	12	540698	543062	1
Th106.09	Th132.11	12	567555	1330276	0
Th106.09	Th132.11	12	1376869	1625650	1
Th106.09	Th132.11	12	1684836	2158910	0
Th106.09	Th132.11	13	179807	179807	1
Th106.09	Th132.11	13	281836	804425	0
Th106.09	Th132.11	13	898293	1121978	1
Th106.09	Th132.11	13	1200775	1754888	0
Th106.09	Th132.11	13	1828205	1976978	1
Th106.09	Th132.11	13	2091017	2560486	0
Th106.09	Th132.11	13	2679791	2681242	1
Th106.09	Th132.11	14	309530	322267	1
Th106.09	Th132.11	14	417733	2730614	0
Th106.09	Th132.11	14	2812786	3181603	1
Th106.09	Th134.11	1	98868	295003	0
Th106.09	Th134.11	1	357004	482394	1
Th106.09	Th134.11	1	487949	543847	0
Th106.09	Th134.11	2	157590	216150	0
Th106.09	Th134.11	2	231790	738511	1
Th106.09	Th134.11	2	772444	857896	0
Th106.09	Th134.11	3	80133	424948	0
Th106.09	Th134.11	3	445545	966232	1
Th106.09	Th134.11	4	91609	285968	0
Th106.09	Th134.11	4	322902	813156	1
Th106.09	Th134.11	4	841047	1145906	0
Th106.09	Th134.11	5	55687	139527	0
Th106.09	Th134.11	5	255123	1286168	1
Th106.09	Th134.11	6	96728	160886	1
Th106.09	Th134.11	6	216128	814629	0
Th106.09	Th134.11	6	872253	1056206	1
Th106.09	Th134.11	6	1078293	1218485	0
Th106.09	Th134.11	6	1249356	1271852	1
Th106.09	Th134.11	7	152649	750992	0
Th106.09	Th134.11	7	821765	879045	1
Th106.09	Th134.11	7	903161	1238171	0
Th106.09	Th134.11	7	1254830	1356197	1
Th106.09	Th134.11	8	82369	415993	1
Th106.09	Th134.11	8	502454	731827	0
Th106.09	Th134.11	8	777182	943826	1
Th106.09	Th134.11	8	984976	1242994	0
Th106.09	Th134.11	9	109742	277413	1
Th106.09	Th134.11	9	326300	542184	0
Th106.09	Th134.11	9	555324	632560	1
Th106.09	Th134.11	9	680085	866729	0
Th106.09	Th134.11	9	916687	954465	1
Th106.09	Th134.11	9	981062	1294929	0
Th106.09	Th134.11	9	1316171	1467426	1
Th106.09	Th134.11	10	77930	276687	0
Th106.09	Th134.11	10	308189	347045	1
Th106.09	Th134.11	10	362101	802599	0
Th106.09	Th134.11	10	819018	1195500	1
Th106.09	Th134.11	10	1223861	1394561	0
Th106.09	Th134.11	10	1426940	1567756	1
Th106.09	Th134.11	11	206388	1684273	1
Th106.09	Th134.11	11	1719101	1999124	0
Th106.09	Th134.11	12	71988	222266	0
Th106.09	Th134.11	12	262134	572344	1
Th106.09	Th134.11	12	606976	881974	0
Th106.09	Th134.11	12	959504	1235445	1
Th106.09	Th134.11	12	1290894	1606533	0
Th106.09	Th134.11	12	1625650	1625650	1
Th106.09	Th134.11	12	1684836	2158910	0
Th106.09	Th134.11	13	179807	632090	0
Th106.09	Th134.11	13	698191	1402957	1
Th106.09	Th134.11	13	1591486	1878126	0
Th106.09	Th134.11	13	1918979	2175491	1
Th106.09	Th134.11	13	2417634	2681242	0
Th106.09	Th134.11	14	309530	449460	0
Th106.09	Th134.11	14	481462	993447	1
Th106.09	Th134.11	14	1222966	1570916	0
Th106.09	Th134.11	14	1705288	1752774	1
Th106.09	Th134.11	14	2133972	2412538	0
Th106.09	Th134.11	14	2629232	2815562	1
Th106.09	Th134.11	14	3050543	3181603	0
Th106.09	Th162.12	1	98868	271942	0
Th106.09	Th162.12	1	286509	295003	1
Th106.09	Th162.12	1	357004	543847	0
Th106.09	Th162.12	2	157590	216150	0
Th106.09	Th162.12	2	231790	335241	1
Th106.09	Th162.12	2	358125	772444	0
Th106.09	Th162.12	2	789408	801989	1
Th106.09	Th162.12	2	831052	857896	0
Th106.09	Th162.12	3	80133	298427	0
Th106.09	Th162.12	3	330952	339368	1
Th106.09	Th162.12	3	389242	966232	0
Th106.09	Th162.12	4	91609	412091	0
Th106.09	Th162.12	4	444293	721063	1
Th106.09	Th162.12	4	748023	889316	0
Th106.09	Th162.12	4	900292	988031	1
Th106.09	Th162.12	4	1000789	1145906	0
Th106.09	Th162.12	5	55687	600292	0
Th106.09	Th162.12	5	650472	678486	1
Th106.09	Th162.12	5	715676	955412	0
Th106.09	Th162.12	5	1007379	1199000	1
Th106.09	Th162.12	5	1228670	1286168	0
Th106.09	Th162.12	6	96728	1218485	0
Th106.09	Th162.12	6	1249356	1271852	1
Th106.09	Th162.12	7	152649	429559	0
Th106.09	Th162.12	7	444034	458574	1
Th106.09	Th162.12	7	465184	643011	0
Th106.09	Th162.12	7	656010	827584	1
Th106.09	Th162.12	7	853259	1356197	0
Th106.09	Th162.12	8	82369	1242994	0
Th106.09	Th162.12	9	109742	277413	0
Th106.09	Th162.12	9	326300	351741	1
Th106.09	Th162.12	9	358407	866729	0
Th106.09	Th162.12	9	916687	954465	1
Th106.09	Th162.12	9	981062	1294929	0
Th106.09	Th162.12	9	1316171	1342162	1
Th106.09	Th162.12	9	1386662	1447965	0
Th106.09	Th162.12	9	1467426	1467426	1
Th106.09	Th162.12	10	77930	276687	0
Th106.09	Th162.12	10	308189	370050	1
Th106.09	Th162.12	10	393282	1567756	0
Th106.09	Th162.12	11	206388	337408	0
Th106.09	Th162.12	11	359375	534145	1
Th106.09	Th162.12	11	625856	1759190	0
Th106.09	Th162.12	11	1778223	1999124	1
Th106.09	Th162.12	12	71988	222266	0
Th106.09	Th162.12	12	262134	275544	1
Th106.09	Th162.12	12	334027	489743	0
Th106.09	Th162.12	12	540698	572344	1
Th106.09	Th162.12	12	606976	1684951	0
Th106.09	Th162.12	12	1746407	1748744	1
Th106.09	Th162.12	12	1830748	2099417	0
Th106.09	Th162.12	12	2120215	2158910	1
Th106.09	Th162.12	13	179807	179807	1
