chr	pos
Pf3D7_01_v3	493831
Pf3D7_01_v3	493982
Pf3D7_01_v3	494264
Pf3D7_01_v3	494468
Pf3D7_01_v3	495385
Pf3D7_01_v3	495388
Pf3D7_01_v3	495465
Pf3D7_01_v3	495649
Pf3D7_01_v3	495680
Pf3D7_01_v3	495698
Pf3D7_01_v3	495709
Pf3D7_01_v3	495719
Pf3D7_01_v3	495747
Pf3D7_01_v3	495778
Pf3D7_01_v3	495843
Pf3D7_01_v3	495850
Pf3D7_01_v3	495851
Pf3D7_01_v3	495927
Pf3D7_01_v3	495946
Pf3D7_01_v3	495994
Pf3D7_01_v3	495999
Pf3D7_01_v3	496106
Pf3D7_01_v3	496614
Pf3D7_01_v3	496881
Pf3D7_01_v3	496885
Pf3D7_01_v3	496887
Pf3D7_01_v3	497582
Pf3D7_01_v3	497583
Pf3D7_01_v3	497589
Pf3D7_01_v3	497620
Pf3D7_01_v3	497883
Pf3D7_01_v3	498964
Pf3D7_01_v3	499214
Pf3D7_01_v3	499611
Pf3D7_01_v3	499623
Pf3D7_01_v3	499625
Pf3D7_01_v3	499626
Pf3D7_01_v3	499681
Pf3D7_01_v3	499684
Pf3D7_01_v3	499710
Pf3D7_01_v3	499781
Pf3D7_01_v3	499969
Pf3D7_01_v3	500380
Pf3D7_01_v3	500515
Pf3D7_01_v3	500516
Pf3D7_01_v3	500967
Pf3D7_01_v3	500968
Pf3D7_01_v3	500969
Pf3D7_01_v3	500975
Pf3D7_01_v3	501176
Pf3D7_01_v3	501625
Pf3D7_01_v3	501815
Pf3D7_01_v3	501831
Pf3D7_01_v3	501833
Pf3D7_01_v3	502556
Pf3D7_01_v3	503127
Pf3D7_01_v3	504432
Pf3D7_01_v3	504480
Pf3D7_01_v3	504854
Pf3D7_01_v3	505713
Pf3D7_01_v3	505742
Pf3D7_01_v3	505797
Pf3D7_01_v3	505805
Pf3D7_01_v3	505812
Pf3D7_01_v3	505814
Pf3D7_01_v3	505815
Pf3D7_01_v3	505817
Pf3D7_01_v3	505821
Pf3D7_01_v3	505833
Pf3D7_01_v3	506671
Pf3D7_01_v3	506772
Pf3D7_01_v3	507349
Pf3D7_01_v3	508136
Pf3D7_01_v3	508956
Pf3D7_01_v3	509112
Pf3D7_01_v3	511577
Pf3D7_01_v3	511584
Pf3D7_01_v3	523658
Pf3D7_02_v3	161841
Pf3D7_02_v3	190061
Pf3D7_02_v3	190064
Pf3D7_02_v3	190065
Pf3D7_02_v3	190068
Pf3D7_02_v3	190070
Pf3D7_02_v3	190072
Pf3D7_02_v3	190073
Pf3D7_02_v3	190075
Pf3D7_02_v3	190078
Pf3D7_02_v3	192689
Pf3D7_02_v3	209520
Pf3D7_02_v3	222523
Pf3D7_02_v3	222528
Pf3D7_02_v3	249611
Pf3D7_02_v3	280549
Pf3D7_02_v3	293266
Pf3D7_02_v3	303432
Pf3D7_02_v3	393555
Pf3D7_02_v3	437367
Pf3D7_02_v3	437369
Pf3D7_02_v3	437371
Pf3D7_02_v3	437373
Pf3D7_02_v3	437375
Pf3D7_02_v3	437377
Pf3D7_02_v3	437391
Pf3D7_02_v3	437392
Pf3D7_02_v3	509097
Pf3D7_02_v3	509122
Pf3D7_02_v3	522148
Pf3D7_02_v3	522229
Pf3D7_02_v3	527021
Pf3D7_02_v3	576216
Pf3D7_02_v3	576224
Pf3D7_02_v3	576225
Pf3D7_02_v3	576227
Pf3D7_02_v3	576234
Pf3D7_02_v3	576240
Pf3D7_02_v3	576241
Pf3D7_02_v3	576243
Pf3D7_02_v3	576245
Pf3D7_02_v3	576246
Pf3D7_02_v3	576247
Pf3D7_02_v3	576248
Pf3D7_02_v3	576249
Pf3D7_02_v3	576251
Pf3D7_02_v3	576862
Pf3D7_02_v3	576864
Pf3D7_02_v3	576869
Pf3D7_02_v3	576874
Pf3D7_02_v3	592547
Pf3D7_02_v3	592557
Pf3D7_02_v3	592567
Pf3D7_02_v3	592645
Pf3D7_02_v3	629770
Pf3D7_02_v3	634322
Pf3D7_02_v3	685406
Pf3D7_02_v3	685407
Pf3D7_02_v3	685410
Pf3D7_02_v3	685411
Pf3D7_02_v3	689619
Pf3D7_02_v3	689628
Pf3D7_02_v3	749621
Pf3D7_02_v3	749624
Pf3D7_02_v3	749675
Pf3D7_02_v3	751842
Pf3D7_02_v3	751847
Pf3D7_02_v3	751850
Pf3D7_02_v3	794059
Pf3D7_02_v3	808826
Pf3D7_03_v3	137851
Pf3D7_03_v3	151683
Pf3D7_03_v3	151687
Pf3D7_03_v3	176887
Pf3D7_03_v3	176888
Pf3D7_03_v3	176889
Pf3D7_03_v3	176890
Pf3D7_03_v3	176891
Pf3D7_03_v3	176894
Pf3D7_03_v3	176896
Pf3D7_03_v3	176897
Pf3D7_03_v3	176898
Pf3D7_03_v3	176899
Pf3D7_03_v3	176900
Pf3D7_03_v3	176901
Pf3D7_03_v3	176904
Pf3D7_03_v3	176905
Pf3D7_03_v3	176908
Pf3D7_03_v3	176911
Pf3D7_03_v3	180648
Pf3D7_03_v3	180992
Pf3D7_03_v3	181390
Pf3D7_03_v3	181576
Pf3D7_03_v3	181781
Pf3D7_03_v3	194266
Pf3D7_03_v3	208987
Pf3D7_03_v3	208988
Pf3D7_03_v3	208990
Pf3D7_03_v3	208991
Pf3D7_03_v3	208992
Pf3D7_03_v3	208995
Pf3D7_03_v3	208997
Pf3D7_03_v3	209000
Pf3D7_03_v3	209002
Pf3D7_03_v3	209003
Pf3D7_03_v3	224075
Pf3D7_03_v3	258786
Pf3D7_03_v3	258787
Pf3D7_03_v3	258788
Pf3D7_03_v3	258793
Pf3D7_03_v3	258794
Pf3D7_03_v3	258797
Pf3D7_03_v3	258798
Pf3D7_03_v3	258800
Pf3D7_03_v3	258803
Pf3D7_03_v3	258806
Pf3D7_03_v3	258810
Pf3D7_03_v3	258811
Pf3D7_03_v3	258812
Pf3D7_03_v3	258814
Pf3D7_03_v3	258815
Pf3D7_03_v3	322453
Pf3D7_03_v3	322455
Pf3D7_03_v3	322458
Pf3D7_03_v3	322460
Pf3D7_03_v3	322462
Pf3D7_03_v3	356107
Pf3D7_03_v3	356110
Pf3D7_03_v3	388623
Pf3D7_03_v3	399152
Pf3D7_03_v3	426066
Pf3D7_03_v3	426068
Pf3D7_03_v3	426075
Pf3D7_03_v3	426077
Pf3D7_03_v3	426078
Pf3D7_03_v3	426208
Pf3D7_03_v3	426337
Pf3D7_03_v3	426391
Pf3D7_03_v3	426483
Pf3D7_03_v3	426921
Pf3D7_03_v3	427210
Pf3D7_03_v3	465724
Pf3D7_03_v3	465726
Pf3D7_03_v3	465728
Pf3D7_03_v3	513053
Pf3D7_03_v3	525060
Pf3D7_03_v3	536320
Pf3D7_03_v3	556646
Pf3D7_03_v3	559740
Pf3D7_03_v3	559742
Pf3D7_03_v3	559743
Pf3D7_03_v3	559746
Pf3D7_03_v3	559749
Pf3D7_03_v3	559752
Pf3D7_03_v3	559754
Pf3D7_03_v3	559757
Pf3D7_03_v3	613555
Pf3D7_03_v3	670944
Pf3D7_03_v3	670958
Pf3D7_03_v3	673327
Pf3D7_03_v3	678741
Pf3D7_03_v3	678744
Pf3D7_03_v3	678746
Pf3D7_03_v3	678750
Pf3D7_03_v3	678761
Pf3D7_03_v3	678766
Pf3D7_03_v3	678767
Pf3D7_03_v3	678773
Pf3D7_03_v3	678775
Pf3D7_03_v3	678776
Pf3D7_03_v3	678778
Pf3D7_03_v3	678780
Pf3D7_03_v3	690023
Pf3D7_03_v3	711817
Pf3D7_03_v3	711819
Pf3D7_03_v3	711821
Pf3D7_03_v3	711822
Pf3D7_03_v3	711823
Pf3D7_03_v3	711825
Pf3D7_03_v3	711827
Pf3D7_03_v3	711829
Pf3D7_03_v3	711830
Pf3D7_03_v3	711831
Pf3D7_03_v3	711832
Pf3D7_03_v3	711833
Pf3D7_03_v3	711835
Pf3D7_03_v3	711836
Pf3D7_03_v3	715526
Pf3D7_03_v3	715529
Pf3D7_03_v3	715534
Pf3D7_03_v3	715536
Pf3D7_03_v3	715537
Pf3D7_03_v3	715540
Pf3D7_03_v3	715546
Pf3D7_03_v3	715612
Pf3D7_03_v3	820212
Pf3D7_03_v3	820213
Pf3D7_03_v3	837191
Pf3D7_03_v3	869729
Pf3D7_03_v3	869731
Pf3D7_03_v3	869734
Pf3D7_03_v3	869737
Pf3D7_03_v3	869739
Pf3D7_03_v3	869741
Pf3D7_03_v3	869742
Pf3D7_03_v3	869743
Pf3D7_03_v3	869744
Pf3D7_03_v3	869745
Pf3D7_03_v3	869746
Pf3D7_03_v3	869748
Pf3D7_03_v3	869750
Pf3D7_03_v3	869754
Pf3D7_03_v3	869756
Pf3D7_03_v3	869759
Pf3D7_03_v3	869761
Pf3D7_03_v3	869763
Pf3D7_03_v3	869765
Pf3D7_03_v3	869766
Pf3D7_03_v3	875659
Pf3D7_03_v3	875661
Pf3D7_03_v3	875663
Pf3D7_03_v3	888666
Pf3D7_03_v3	903389
Pf3D7_03_v3	928608
Pf3D7_04_v3	135708
Pf3D7_04_v3	135714
Pf3D7_04_v3	135719
Pf3D7_04_v3	135724
Pf3D7_04_v3	135727
Pf3D7_04_v3	135728
Pf3D7_04_v3	135732
Pf3D7_04_v3	135734
Pf3D7_04_v3	135736
Pf3D7_04_v3	135741
Pf3D7_04_v3	135743
Pf3D7_04_v3	135746
Pf3D7_04_v3	233961
Pf3D7_04_v3	240617
Pf3D7_04_v3	267185
Pf3D7_04_v3	278789
Pf3D7_04_v3	328382
Pf3D7_04_v3	328386
Pf3D7_04_v3	328388
Pf3D7_04_v3	328389
Pf3D7_04_v3	328391
Pf3D7_04_v3	328395
Pf3D7_04_v3	328396
Pf3D7_04_v3	328398
Pf3D7_04_v3	338630
Pf3D7_04_v3	456454
Pf3D7_04_v3	484281
Pf3D7_04_v3	484492
Pf3D7_04_v3	484587
Pf3D7_04_v3	485086
Pf3D7_04_v3	485297
Pf3D7_04_v3	485455
Pf3D7_04_v3	485552
Pf3D7_04_v3	485569
Pf3D7_04_v3	485666
Pf3D7_04_v3	485873
Pf3D7_04_v3	485907
Pf3D7_04_v3	486065
Pf3D7_04_v3	486236
Pf3D7_04_v3	486736
Pf3D7_04_v3	486812
Pf3D7_04_v3	486857
Pf3D7_04_v3	486875
Pf3D7_04_v3	486893
Pf3D7_04_v3	487211
Pf3D7_04_v3	487577
Pf3D7_04_v3	487952
Pf3D7_04_v3	489105
Pf3D7_04_v3	489737
Pf3D7_04_v3	490398
Pf3D7_04_v3	490768
Pf3D7_04_v3	491486
Pf3D7_04_v3	491493
Pf3D7_04_v3	491495
Pf3D7_04_v3	491496
Pf3D7_04_v3	491498
Pf3D7_04_v3	491500
Pf3D7_04_v3	491503
Pf3D7_04_v3	491508
Pf3D7_04_v3	491512
Pf3D7_04_v3	491515
Pf3D7_04_v3	491517
Pf3D7_04_v3	491518
Pf3D7_04_v3	491519
Pf3D7_04_v3	491522
Pf3D7_04_v3	491525
Pf3D7_04_v3	491526
Pf3D7_04_v3	491530
Pf3D7_04_v3	491531
Pf3D7_04_v3	491532
Pf3D7_04_v3	491533
Pf3D7_04_v3	491537
Pf3D7_04_v3	491543
Pf3D7_04_v3	491544
Pf3D7_04_v3	491545
Pf3D7_04_v3	491550
Pf3D7_04_v3	491552
Pf3D7_04_v3	491555
Pf3D7_04_v3	491556
Pf3D7_04_v3	491559
Pf3D7_04_v3	491562
Pf3D7_04_v3	493508
Pf3D7_04_v3	493643
Pf3D7_04_v3	493885
Pf3D7_04_v3	494327
Pf3D7_04_v3	494328
Pf3D7_04_v3	494844
Pf3D7_04_v3	499435
Pf3D7_04_v3	499518
Pf3D7_04_v3	500892
Pf3D7_04_v3	502285
Pf3D7_04_v3	502608
Pf3D7_04_v3	503235
Pf3D7_04_v3	503271
Pf3D7_04_v3	503279
Pf3D7_04_v3	505123
Pf3D7_04_v3	505894
Pf3D7_04_v3	505898
Pf3D7_04_v3	506491
Pf3D7_04_v3	506504
Pf3D7_04_v3	506519
Pf3D7_04_v3	506527
Pf3D7_04_v3	506536
Pf3D7_04_v3	506557
Pf3D7_04_v3	506566
Pf3D7_04_v3	509141
Pf3D7_04_v3	509189
Pf3D7_04_v3	509714
Pf3D7_04_v3	509832
Pf3D7_04_v3	634780
Pf3D7_04_v3	706318
Pf3D7_04_v3	730421
Pf3D7_04_v3	730422
Pf3D7_04_v3	730423
Pf3D7_04_v3	730424
Pf3D7_04_v3	730427
Pf3D7_04_v3	730428
Pf3D7_04_v3	730429
Pf3D7_04_v3	730430
Pf3D7_04_v3	730431
Pf3D7_04_v3	730432
Pf3D7_04_v3	730433
Pf3D7_04_v3	730435
Pf3D7_04_v3	730438
Pf3D7_04_v3	730440
Pf3D7_04_v3	730441
Pf3D7_04_v3	730442
Pf3D7_04_v3	730443
Pf3D7_04_v3	730444
Pf3D7_04_v3	730445
Pf3D7_04_v3	730446
Pf3D7_04_v3	730447
Pf3D7_04_v3	730449
Pf3D7_04_v3	730450
Pf3D7_04_v3	731396
Pf3D7_04_v3	747671
Pf3D7_04_v3	747676
Pf3D7_04_v3	809887
Pf3D7_04_v3	809888
Pf3D7_04_v3	809890
Pf3D7_04_v3	809892
Pf3D7_04_v3	809893
Pf3D7_04_v3	815692
Pf3D7_04_v3	815693
Pf3D7_04_v3	815694
Pf3D7_04_v3	815696
Pf3D7_04_v3	815697
Pf3D7_04_v3	815701
Pf3D7_04_v3	815702
Pf3D7_04_v3	815703
Pf3D7_04_v3	815705
Pf3D7_04_v3	815707
Pf3D7_04_v3	815708
Pf3D7_04_v3	815709
Pf3D7_04_v3	815714
Pf3D7_04_v3	815716
Pf3D7_04_v3	815717
Pf3D7_04_v3	815718
Pf3D7_04_v3	815719
Pf3D7_04_v3	815721
Pf3D7_04_v3	846782
Pf3D7_04_v3	853585
Pf3D7_04_v3	916051
Pf3D7_04_v3	1042116
Pf3D7_04_v3	1042117
Pf3D7_04_v3	1042118
Pf3D7_04_v3	1042119
Pf3D7_04_v3	1045230
Pf3D7_04_v3	1045265
Pf3D7_04_v3	1084636
Pf3D7_04_v3	1093011
Pf3D7_04_v3	1118698
Pf3D7_04_v3	1118700
Pf3D7_04_v3	1136391
Pf3D7_04_v3	1136392
Pf3D7_04_v3	1136395
Pf3D7_04_v3	1136396
Pf3D7_04_v3	1136398
Pf3D7_04_v3	1136399
Pf3D7_04_v3	1136400
Pf3D7_04_v3	1136401
Pf3D7_04_v3	1136403
Pf3D7_04_v3	1136404
Pf3D7_05_v3	98294
Pf3D7_05_v3	108467
Pf3D7_05_v3	108513
Pf3D7_05_v3	108525
Pf3D7_05_v3	108528
Pf3D7_05_v3	108529
Pf3D7_05_v3	108582
Pf3D7_05_v3	141042
Pf3D7_05_v3	174640
Pf3D7_05_v3	184251
Pf3D7_05_v3	184252
Pf3D7_05_v3	184263
Pf3D7_05_v3	184269
Pf3D7_05_v3	251007
Pf3D7_05_v3	251009
Pf3D7_05_v3	288511
Pf3D7_05_v3	294411
Pf3D7_05_v3	296104
Pf3D7_05_v3	296106
Pf3D7_05_v3	297167
Pf3D7_05_v3	297168
Pf3D7_05_v3	363057
Pf3D7_05_v3	364498
Pf3D7_05_v3	364570
Pf3D7_05_v3	364685
Pf3D7_05_v3	364930
Pf3D7_05_v3	364931
Pf3D7_05_v3	364932
Pf3D7_05_v3	364933
Pf3D7_05_v3	364934
Pf3D7_05_v3	364935
Pf3D7_05_v3	364936
Pf3D7_05_v3	365289
Pf3D7_05_v3	388047
Pf3D7_05_v3	388273
Pf3D7_05_v3	388297
Pf3D7_05_v3	388444
Pf3D7_05_v3	388445
Pf3D7_05_v3	388446
Pf3D7_05_v3	388531
Pf3D7_05_v3	388592
Pf3D7_05_v3	388651
Pf3D7_05_v3	389003
Pf3D7_05_v3	389295
Pf3D7_05_v3	390356
Pf3D7_05_v3	390364
Pf3D7_05_v3	419168
Pf3D7_05_v3	586420
Pf3D7_05_v3	637786
Pf3D7_05_v3	637788
Pf3D7_05_v3	645217
Pf3D7_05_v3	645218
Pf3D7_05_v3	645219
Pf3D7_05_v3	645220
Pf3D7_05_v3	645222
Pf3D7_05_v3	645227
Pf3D7_05_v3	645228
Pf3D7_05_v3	645230
Pf3D7_05_v3	645232
Pf3D7_05_v3	645234
Pf3D7_05_v3	645235
Pf3D7_05_v3	645236
Pf3D7_05_v3	645238
Pf3D7_05_v3	645239
Pf3D7_05_v3	645240
Pf3D7_05_v3	645242
Pf3D7_05_v3	675520
Pf3D7_05_v3	749819
Pf3D7_05_v3	749821
Pf3D7_05_v3	794100
Pf3D7_05_v3	794102
Pf3D7_05_v3	794104
Pf3D7_05_v3	794107
Pf3D7_05_v3	794111
Pf3D7_05_v3	794116
Pf3D7_05_v3	794117
Pf3D7_05_v3	794122
Pf3D7_05_v3	794125
Pf3D7_05_v3	801256
Pf3D7_05_v3	801356
Pf3D7_05_v3	801588
Pf3D7_05_v3	802432
Pf3D7_05_v3	895415
Pf3D7_05_v3	895417
Pf3D7_05_v3	895418
Pf3D7_05_v3	895419
Pf3D7_05_v3	895420
Pf3D7_05_v3	895421
Pf3D7_05_v3	895422
Pf3D7_05_v3	1057442
Pf3D7_05_v3	1070553
Pf3D7_05_v3	1070556
Pf3D7_05_v3	1070558
Pf3D7_05_v3	1070561
Pf3D7_05_v3	1070564
Pf3D7_05_v3	1070566
Pf3D7_05_v3	1070568
Pf3D7_05_v3	1070569
Pf3D7_05_v3	1070575
Pf3D7_05_v3	1106794
Pf3D7_05_v3	1106815
Pf3D7_05_v3	1106972
Pf3D7_05_v3	1106974
Pf3D7_05_v3	1107010
Pf3D7_05_v3	1107016
Pf3D7_05_v3	1279237
Pf3D7_05_v3	1279794
Pf3D7_05_v3	1279881
Pf3D7_05_v3	1280855
Pf3D7_05_v3	1281200
Pf3D7_05_v3	1282331
Pf3D7_05_v3	1282384
Pf3D7_05_v3	1284152
Pf3D7_05_v3	1284174
Pf3D7_05_v3	1284544
Pf3D7_05_v3	1284550
Pf3D7_05_v3	1284806
Pf3D7_05_v3	1286168
Pf3D7_05_v3	1286389
Pf3D7_05_v3	1287564
Pf3D7_05_v3	1288312
Pf3D7_05_v3	1288825
Pf3D7_05_v3	1289038
Pf3D7_05_v3	1289044
Pf3D7_05_v3	1289047
Pf3D7_05_v3	1289061
Pf3D7_06_v3	92415
Pf3D7_06_v3	92429
Pf3D7_06_v3	92478
Pf3D7_06_v3	92480
Pf3D7_06_v3	92481
Pf3D7_06_v3	178323
Pf3D7_06_v3	178419
Pf3D7_06_v3	181651
Pf3D7_06_v3	222688
Pf3D7_06_v3	280024
Pf3D7_06_v3	332251
Pf3D7_06_v3	356630
Pf3D7_06_v3	412249
Pf3D7_06_v3	412250
Pf3D7_06_v3	412272
Pf3D7_06_v3	412274
Pf3D7_06_v3	412277
Pf3D7_06_v3	412278
Pf3D7_06_v3	412280
Pf3D7_06_v3	412319
Pf3D7_06_v3	412321
Pf3D7_06_v3	412323
Pf3D7_06_v3	412324
Pf3D7_06_v3	412327
Pf3D7_06_v3	412329
Pf3D7_06_v3	412331
Pf3D7_06_v3	412333
Pf3D7_06_v3	412335
Pf3D7_06_v3	412337
Pf3D7_06_v3	412339
Pf3D7_06_v3	412341
Pf3D7_06_v3	412343
Pf3D7_06_v3	412345
Pf3D7_06_v3	412347
Pf3D7_06_v3	412349
Pf3D7_06_v3	412351
Pf3D7_06_v3	412352
Pf3D7_06_v3	412354
Pf3D7_06_v3	412355
Pf3D7_06_v3	412356
Pf3D7_06_v3	412361
Pf3D7_06_v3	412363
Pf3D7_06_v3	412367
Pf3D7_06_v3	412369
Pf3D7_06_v3	412371
Pf3D7_06_v3	412373
Pf3D7_06_v3	505266
Pf3D7_06_v3	505272
Pf3D7_06_v3	505275
Pf3D7_06_v3	563359
Pf3D7_06_v3	570673
Pf3D7_06_v3	571872
Pf3D7_06_v3	571961
Pf3D7_06_v3	571968
Pf3D7_06_v3	571972
Pf3D7_06_v3	571976
Pf3D7_06_v3	572583
Pf3D7_06_v3	573245
Pf3D7_06_v3	573735
Pf3D7_06_v3	574383
Pf3D7_06_v3	575193
Pf3D7_06_v3	575557
Pf3D7_06_v3	575829
Pf3D7_06_v3	575948
Pf3D7_06_v3	576693
Pf3D7_06_v3	576694
Pf3D7_06_v3	577328
Pf3D7_06_v3	577886
Pf3D7_06_v3	577892
Pf3D7_06_v3	577893
Pf3D7_06_v3	577897
Pf3D7_06_v3	578255
Pf3D7_06_v3	579014
Pf3D7_06_v3	579038
Pf3D7_06_v3	579109
Pf3D7_06_v3	580864
Pf3D7_06_v3	581458
Pf3D7_06_v3	582404
Pf3D7_06_v3	582739
Pf3D7_06_v3	584279
Pf3D7_06_v3	586261
Pf3D7_06_v3	588820
Pf3D7_06_v3	589241
Pf3D7_06_v3	589305
Pf3D7_06_v3	589315
Pf3D7_06_v3	590224
Pf3D7_06_v3	591252
Pf3D7_06_v3	591959
Pf3D7_06_v3	591985
Pf3D7_06_v3	592350
Pf3D7_06_v3	592586
Pf3D7_06_v3	592593
Pf3D7_06_v3	592707
Pf3D7_06_v3	592777
Pf3D7_06_v3	593398
Pf3D7_06_v3	594251
Pf3D7_06_v3	594263
Pf3D7_06_v3	594269
Pf3D7_06_v3	594272
Pf3D7_06_v3	595187
Pf3D7_06_v3	595217
Pf3D7_06_v3	595218
Pf3D7_06_v3	596439
Pf3D7_06_v3	596636
Pf3D7_06_v3	596738
Pf3D7_06_v3	596972
Pf3D7_06_v3	597234
Pf3D7_06_v3	597345
Pf3D7_06_v3	597379
Pf3D7_06_v3	597453
Pf3D7_06_v3	597708
Pf3D7_06_v3	597745
Pf3D7_06_v3	598250
Pf3D7_06_v3	599380
Pf3D7_06_v3	611899
Pf3D7_06_v3	666794
Pf3D7_06_v3	668012
Pf3D7_06_v3	707668
Pf3D7_06_v3	707672
Pf3D7_06_v3	707675
Pf3D7_06_v3	707677
Pf3D7_06_v3	714259
Pf3D7_06_v3	753324
Pf3D7_06_v3	753326
Pf3D7_06_v3	753328
Pf3D7_06_v3	931416
Pf3D7_06_v3	931424
Pf3D7_06_v3	931496
Pf3D7_06_v3	931498
Pf3D7_06_v3	931500
Pf3D7_06_v3	931502
Pf3D7_06_v3	931504
Pf3D7_06_v3	931508
Pf3D7_06_v3	931509
Pf3D7_06_v3	931510
Pf3D7_06_v3	931511
Pf3D7_06_v3	931525
Pf3D7_06_v3	931528
Pf3D7_06_v3	931529
Pf3D7_06_v3	931534
Pf3D7_06_v3	931536
Pf3D7_06_v3	931539
Pf3D7_06_v3	931541
Pf3D7_06_v3	931547
Pf3D7_06_v3	935733
Pf3D7_06_v3	938857
Pf3D7_06_v3	938860
Pf3D7_06_v3	938862
Pf3D7_06_v3	938935
Pf3D7_06_v3	944249
Pf3D7_06_v3	944344
Pf3D7_06_v3	944594
Pf3D7_06_v3	944735
Pf3D7_06_v3	955216
Pf3D7_06_v3	955234
Pf3D7_06_v3	955236
Pf3D7_06_v3	992300
Pf3D7_06_v3	992302
Pf3D7_06_v3	992305
Pf3D7_06_v3	992309
Pf3D7_06_v3	992311
Pf3D7_06_v3	992312
Pf3D7_06_v3	992313
Pf3D7_06_v3	992316
Pf3D7_06_v3	992320
Pf3D7_06_v3	1032213
Pf3D7_06_v3	1107531
Pf3D7_06_v3	1107964
Pf3D7_06_v3	1108648
Pf3D7_06_v3	1109310
Pf3D7_06_v3	1118111
Pf3D7_06_v3	1118113
Pf3D7_06_v3	1118115
Pf3D7_06_v3	1118117
Pf3D7_06_v3	1118123
Pf3D7_06_v3	1118446
Pf3D7_06_v3	1216546
Pf3D7_06_v3	1271032
Pf3D7_06_v3	1271034
Pf3D7_06_v3	1271038
Pf3D7_06_v3	1271042
Pf3D7_06_v3	1271044
Pf3D7_06_v3	1271047
Pf3D7_06_v3	1271051
Pf3D7_07_v3	128065
Pf3D7_07_v3	128067
Pf3D7_07_v3	128071
Pf3D7_07_v3	167023
Pf3D7_07_v3	167048
Pf3D7_07_v3	214324
Pf3D7_07_v3	214362
Pf3D7_07_v3	214365
Pf3D7_07_v3	214367
Pf3D7_07_v3	214370
Pf3D7_07_v3	214372
Pf3D7_07_v3	214374
Pf3D7_07_v3	214376
Pf3D7_07_v3	214379
Pf3D7_07_v3	214555
Pf3D7_07_v3	255345
Pf3D7_07_v3	255346
Pf3D7_07_v3	255349
Pf3D7_07_v3	255350
Pf3D7_07_v3	255352
Pf3D7_07_v3	255358
Pf3D7_07_v3	255360
Pf3D7_07_v3	261312
Pf3D7_07_v3	293058
Pf3D7_07_v3	347740
Pf3D7_07_v3	469933
Pf3D7_07_v3	469935
Pf3D7_07_v3	469937
Pf3D7_07_v3	480881
Pf3D7_07_v3	480919
Pf3D7_07_v3	480948
Pf3D7_07_v3	480961
Pf3D7_07_v3	481942
Pf3D7_07_v3	481944
Pf3D7_07_v3	481945
Pf3D7_07_v3	481947
